Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...)
;1;PU ERH;HerbataKlasycznaHerbata Pu ErhHerbaty chińskieHerbaty do restauracji;16.45;1;0;"Herbata czerwona nazywana ""zabójcą tłuszczu"".";Chińczycy mianem herbaty czerwonej określają zieloną, zawilgoconą, herbatę Pu Erh, którą poddaje się procesowi fermentacji w celu nadania jej głębszej, ciemniejszej barwy. Kiedyś zarezerwowana jedynie dla chińskiej rodziny cesarskiej z czasem stała się powszechnie dostępna. Gotowy napar posiada mocną, czerwonobrązową barwę i nabiera charakterystycznego, korzenno-ziemistego zapachu i posmaku. Napar z czerwonej herbaty działa pobudzająco na wytwarzanie soków trawiennych oraz stymuluje pracę jelit, co przyśpiesza metabolizm, a w efekcie końcowym wspomaga spalanie tłuszczów. Czerwona herbata obniża poziom cholesterolu i ciśnienie krwi, co poprawia również krążenie. To podstawa diety osób, które zdecydowały się na odchudzanie oraz tych, którym zależy na naturalnym oczyszczaniu organizmu.;1;https://czasnaherbate.net/376-home_default/pu-erh.webphttps://czasnaherbate.net/376-home_default/pu-erh.webphttps://czasnaherbate.net/376-small_medium/pu-erh.webp
;1;PU ERH SUPERIOR;HerbataKlasycznaHerbata Pu ErhHerbaty chińskie;22.95;1;0;Wyśmienita odmiana herbaty czerwonej.;Chińczycy mianem herbaty czerwonej określają zieloną, zawilgoconą, herbatę Pu Erh, którą poddaje się procesowi fermentacji w celu nadania jej głębszej, ciemniejszej barwy. Kiedyś zarezerwowana jedynie dla chińskiej rodziny cesarskiej z czasem stała się powszechnie dostępna. Superior to doskonała odmiana herbaty Pu Erh o delikatnie ziemistym smaku. Bardzo skutecznie zastępuje małą czarną i dostarcza dawkę dobrego humoru na cały dzień. Napar z czerwonej herbaty działa pobudzająco na wytwarzanie soków trawiennych oraz stymuluje pracę jelit, co przyśpiesza metabolizm, a w efekcie końcowym wspomaga spalanie tłuszczów. Czerwona herbata obniża poziom cholesterolu i ciśnienie krwi, co poprawia również krążenie. To podstawa diety osób, które zdecydowały się na odchudzanie oraz tych, którym zależy na naturalnym oczyszczaniu organizmu.;1;https://czasnaherbate.net/2146-home_default/pu-erh-superior.webphttps://czasnaherbate.net/2146-home_default/pu-erh-superior.webphttps://czasnaherbate.net/4083-home_default/pu-erh-superior.webphttps://czasnaherbate.net/2146-home_default/pu-erh-superior.webphttps://czasnaherbate.net/2146-small_medium/pu-erh-superior.webphttps://czasnaherbate.net/2146-home_default/pu-erh-superior.webphttps://czasnaherbate.net/4083-small_medium/pu-erh-superior.webp
;1;PU ERH TUOCHA;HerbataKlasycznaHerbata Pu ErhHerbaty chińskie Yunnan;24.95;1;0;Herbata Pu erh w postaci sprasowanych gniazdek.;"Postać uformowanej chińskiej herbaty Pu Erh, która pochodzi z ogrodu Yongde w prowincji Yunnan. Odpowiednio dobrane i wyselekcjonowane listki poddano sprasowaniu w specjalnych formach, nadając im kształt gniazdek. Fermentacja tej herbaty odbywa się w wykorzystaniem procesu wu dui, który polega na uaktywnieniu naturalnych enzymów występujących w listkach. Po zaparzeniu otrzymujemy ciemnobordowy napar, który cechuje się wyrazistym lekko kasztanowym smakiem. Charakterystyczny posmak herbaty pu erh jest tu połączony z delikatnie słodową nutą, co nadaje całości pewnej lekkości. Wygodna forma herbaty sprawia, że jest ona ceniona, szczególnie przez osoby aktywnie spędzające czas czy podróżujące. Ulubiona wersja herbaty ""do pracy"".";1;https://czasnaherbate.net/2147-home_default/pu-erh-tuocha.webphttps://czasnaherbate.net/2147-home_default/pu-erh-tuocha.webphttps://czasnaherbate.net/2147-small_medium/pu-erh-tuocha.webp
Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...)
;1;White Moon;;27.95;1;0;Biała herbata, uprawiana w prowincji Yunnan w Chinach. Czaruje pięknymi, dużymi pąkami o srebrzysto-białej barwie. Bogaty bukiet smaków i aromatów to dominująca cecha tego niezwykłego naparu. Słodowe, drzewne nuty przeplatają się ze świeżością kwiatów i ziół. Lekka propozycja na przyjemne degustowanie i odkrywanie nowości na herbacianej mapie.;;1;https://czasnaherbate.net/2478-home_default/white-moon.webphttps://czasnaherbate.net/2478-home_default/white-moon.webphttps://czasnaherbate.net/2478-small_medium/white-moon.webp
Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...)
;1;SUNNON YELLOW TEA;HerbataKlasycznaHerbata ŻółtaHerbaty urodzinoweHerbaty chińskie Anhui;29.95;1;0;Wyjątkowa i mało znana w Europie herbata żółta.;Sunon Yellow tea to żółta herbata produkowana w Huoshan, w prowincji Anhui w bardzo małych ilościach. Dlatego też jest trudno dostępna i bardzo mało znana nie tylko w Polsce, ale i w Europie. Napar jest koloru bladożółtego, posiada wyrazisty aromat i smak zbliżony do białej herbaty z lekko orzechową nutą. Herbata żółta przywraca siły witalne, doskonale wpływa na układ trawienny, dodatkowo usuwa szkodliwe substancje z organizmu.;1;https://czasnaherbate.net/410-home_default/sunnon-yellow-tea.webphttps://czasnaherbate.net/410-home_default/sunnon-yellow-tea.webphttps://czasnaherbate.net/410-small_medium/sunnon-yellow-tea.webp
;1;YELLOW BUDS;HerbataHerbata ŻółtaHerbaty chińskie Anhui;29.95;1;0;Herbata żółta pochodząca z Chin z prowincji Anhui;Herbata żółta pochodząca z Chin z prowincji Anhui. Charakteryzuje się słomkowo-żółtą barwą. W smaku wyczujemy delikatne, owocowe nuty. Pozostawia przyjemny, słodki posmak. Zapach jest bardzo charakterystyczny, lekko orzeźwiający. Listki są podłużnie zwinięte, a po zaparzeniu rozwijają się i mają zielono-złocisty kolor.;1;https://czasnaherbate.net/2637-home_default/yellow-buds.webphttps://czasnaherbate.net/2637-home_default/yellow-buds.webphttps://czasnaherbate.net/2637-small_medium/yellow-buds.webp
Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...)
;1;JASMINE OOLONG;HerbataKlasycznaHerbata OolongHerbata z jaśminemHerbaty chińskie;24.95;1;0;Jaśminowa herbata Oolong.;Chińska herbata turkusowa z regionu Kuangsi-Czuang. Swój hipnotyzujący zapach zawdzięcza leżakowaniu ze świeżymi kwiatami jaśminu. Prawdziwa gratka dla wszystkich fanów herbat Oolong.;1;https://czasnaherbate.net/458-home_default/jasmine-oolong.webphttps://czasnaherbate.net/458-home_default/jasmine-oolong.webphttps://czasnaherbate.net/458-small_medium/jasmine-oolong.webp
;1;MILK OOLONG;HerbataKlasycznaHerbata OolongHerbaty urodzinowePromocja urodzinowaHerbaty chińskie;23.45;1;0;Herbata odmiany Oolong charakteryzująca się mlecznym posmakiem.;"W wielu krajach herbaty Oolong określa się jako należące do odmiany ""niebieskich"" lub ""niebiesko-zielonych"". Milk Oolong to herbata najwyższej jakości pochodząca z Anxi w prowincji Fujian. Jedyna w swoim rodzaju, ma niepowtarzalny smak, który zawdzięcza przejściu przez specjalny proces pozwalający nadać mleczny aromat. Uzyskany napar ma mocną żółtozłotą barwę i mleczny posmak.";1;https://czasnaherbate.net/2153-home_default/milk-oolong.webphttps://czasnaherbate.net/2153-home_default/milk-oolong.webphttps://czasnaherbate.net/4078-home_default/milk-oolong.webphttps://czasnaherbate.net/2153-home_default/milk-oolong.webphttps://czasnaherbate.net/2153-small_medium/milk-oolong.webphttps://czasnaherbate.net/2153-home_default/milk-oolong.webphttps://czasnaherbate.net/4078-small_medium/milk-oolong.webp
;1;OOLONG;HerbataKlasycznaHerbata OolongHerbaty chińskie;15.95;1;0;Częściowo utleniona herbata o delikatnym smaku i wyjątkowym zapachu.;"W wielu krajach herbaty Oolong określa się jako ""niebieskie"" lub ""niebiesko-zielone"". Ten gatunek herbaty przygotowywany w procesie utleniania, potrzebuje kilku lat by trafić do naszych domów. Uprawiany jest w południowych Chinach oraz na Tajwanie. Jego wyjątkowość tkwi jednak nie tyle w geografii, co w sposobie przygotowania. Przy wytwarzaniu herbaty Oolong proces fermentacji zostaje w pewnym momencie przerwany.";1;https://czasnaherbate.net/450-home_default/oolong.webphttps://czasnaherbate.net/450-home_default/oolong.webphttps://czasnaherbate.net/450-small_medium/oolong.webp
;1;PEACH OOLONG;HerbataHerbata Oolong;21.45;1;0;Klasyczna herbata Oolong o orzeźwiającym, brzoskwiniowym aromacie;"""Peach Oolong – klasyczna herbata o przyjemnym aromacie soczystej brzoskwini, która zachwyca swoją harmonią smaku i aromatu. To wyjątkowa propozycja z serii starannie dobranych herbat, obok dobrze znanych już Milk Oolong i Jasmine Oolong, cieszących się uznaniem wśród miłośników herbacianych klasyków. Jej subtelny smak łączy delikatność tradycyjnego oolonga z naturalną, owocową słodyczą dojrzałej brzoskwini, dzięki czemu każda filiżanka staje się prawdziwym doznaniem dla zmysłów. Proces produkcji tej herbaty jest oparty na tradycyjnych metodach, które podkreślają jej unikalne właściwości i zachowują pełnię aromatu. Peach Oolong wyróżnia się swoją lekkością, jednocześnie oferując głębię smaku, który idealnie sprawdza się zarówno jako codzienna przyjemność, jak i elegancki dodatek do wyjątkowych chwil. Herbata ta dostępna jest jedynie w starannie wyselekcjonowanych miejscach, co czyni ją rarytasem dla koneserów poszukujących herbat najwyższej jakości. Doskonale komponuje się z popołudniowym relaksem, stanowiąc idealne połączenie tradycji, wyrafinowania i naturalnej słodyczy.""";1;https://czasnaherbate.net/5872-home_default/peach-oolong.webphttps://czasnaherbate.net/5872-home_default/peach-oolong.webphttps://czasnaherbate.net/5872-small_medium/peach-oolong.webp
Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...)
;1;HONEYBUSH;HerbataKlasycznaRooibos i HoneybushHerbaty RPA;14.95;1;0;Napar Honeybush o lekko miodowym smaku i orzeźwiającym zapachu.;Honeybush jest otrzymywana z liści południowo-afrykańskiego krzewu o łacińskiej nazwie Cyclopia intermedia ,który nie jest spokrewniony z tradycyjnym krzewem herbacianym. Do robienia naparu używa się liści, łodygi i kwiatów. Herbatę z miodokrzewu czasem pije się z mlekiem i cukrem, ale by docenić jej subtelny, słodki smak nie należy tego robić. Smak tej herbaty określany jest bardzo różnie, np. porównywany jest do gorącego dżemu morelowego, określany jako kwiatowy, miodowy, jako smak suszonej mieszanki owocowej z wyczuwalną słodkością. Herbata ta ma tą zaletę, że jej chłodny napar może być pity jako mrożona herbata i świetnie smakuje z sokami owocowymi.;1;https://czasnaherbate.net/2156-home_default/honeybush.webphttps://czasnaherbate.net/2156-home_default/honeybush.webphttps://czasnaherbate.net/2156-small_medium/honeybush.webp
;1;ROOIBOS;HerbataKlasycznaRooibos i Honeybush;9.95;1;0;Rooibos - czerwonokrzew afrykański.;"Rooibos jest krzewem uprawianym w RPA, niespokrewnionym z herbatą z którą łączy go tylko sposób zaparzania. Utarło się jednak określać napar z czerwonokrzewu właśnie ""herbatą"". Herbata rooibos powstaje z liści krzewu, które ususzeniu tnie się na drobne kawałki. Napar ma kolor słomkowy, a jego smak wyróżnia nuta miodowa. Napar charakteryzuje się łagodnością i brakiem typowego w herbatach zielonych lub czarnych posmaku goryczy, ponieważ nie zawiera garbników będących jego przyczyną. Nie zawiera także kofeiny, dlatego może być pity bez ograniczeń przez dzieci oraz przed snem. Zalecany jest także kobietom w ciąży ponieważ obfituje w żelazo i zapobiega mdłościom.";1;https://czasnaherbate.net/2155-home_default/rooibos.webphttps://czasnaherbate.net/2155-home_default/rooibos.webphttps://czasnaherbate.net/4081-home_default/rooibos.webphttps://czasnaherbate.net/2155-home_default/rooibos.webphttps://czasnaherbate.net/2155-small_medium/rooibos.webphttps://czasnaherbate.net/2155-home_default/rooibos.webphttps://czasnaherbate.net/4081-small_medium/rooibos.webp
Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...)
;1;HERBACIANY SPECJAŁ;Herbata KwitnącaHerbaty w kartonikach okazjonalnychPrezenty dla mamyPrezenty dla kobietyPrezenty dla zakochanychPrezenty dla Babci i Dziadka;19.9;1;0;Dwie herbaty kwitnące w firmowym opakowaniu.;"Zestaw prezentowy zawiera:

- Herbatę kwitnącą zieloną Kwiat miłości - 1 szt";1;https://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6025-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/2498-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6026-small_medium/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6025-small_medium/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/2498-small_medium/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6026-small_medium/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/6025-small_medium/herbaciany-specjal.webphttps://czasnaherbate.net/6026-home_default/herbaciany-specjal.webphttps://czasnaherbate.net/2498-small_medium/herbaciany-specjal.webp
;1;KWIAT HARMONII;HerbataHerbata Kwitnąca;8.9;1;0;Ręcznie zwijana zielona herbata kwitnąca.;Kwiaty wraz z herbatą tworzą formę koszyczka, kwiaty zaś tworzą barwny jego pałąk. Przed zaparzeniem herbata ma kształt niepozornej kulki, która umieszczona w gorącej wodzie przekształca się w piękny rozłożysty kwiat. Możemy więc dopieścić nie tylko podniebienia delikatnym smakiem unikatowych kompozycji, ale także nacieszyć oczy prawdziwym spektaklem, jakim jest rozkwitanie pączka w dzbanku. Niezwykłe specjały, mogą być nie tylko kwitnącym ukoronowaniem wystawnej kolacji, lub obiadu z przyjaciółmi. Świetnie nadają się także na prezent, będąc zaskakującą niespodzianką.;1;https://czasnaherbate.net/490-home_default/kwiat-harmonii.webphttps://czasnaherbate.net/490-home_default/kwiat-harmonii.webphttps://czasnaherbate.net/490-small_medium/kwiat-harmonii.webphttps://czasnaherbate.net/490-home_default/kwiat-harmonii.webphttps://czasnaherbate.net/490-small_medium/kwiat-harmonii.webp
;1;KWIAT MIŁOŚCI (LICHI BALL);HerbataKlasycznaHerbata Kwitnąca;8.9;1;0;Ręcznie zwijana zielona herbata kwitnąca.;Kwiat miłości (Lichi Ball) to kompozycja zielonej herbaty pochodzącej z prowincji Fujian oraz kwiatu globe amaranth (jedna z odmian amarantusa, polska nazwa wiecznik kulisty) o listkach w odcieniu różu. Przed zaparzeniem herbata ma kształt niepozornej kulki, która umieszczona w gorącej wodzie przekształca się w piękny rozłożysty kwiat. Możemy więc dopieścić nie tylko podniebienia delikatnym smakiem unikatowych kompozycji, ale także nacieszyć oczy prawdziwym spektaklem, jakim jest rozkwitanie pączka w dzbanku. Niezwykłe specjały, mogą być nie tylko kwitnącym ukoronowaniem wystawnej kolacji, lub obiadu z przyjaciółmi. Świetnie nadają się także na prezent, będąc zaskakującą niespodzianką.;1;https://czasnaherbate.net/488-home_default/kwiat-milosci-lichi-ball.webphttps://czasnaherbate.net/488-home_default/kwiat-milosci-lichi-ball.webphttps://czasnaherbate.net/488-small_medium/kwiat-milosci-lichi-ball.webphttps://czasnaherbate.net/488-home_default/kwiat-milosci-lichi-ball.webphttps://czasnaherbate.net/488-small_medium/kwiat-milosci-lichi-ball.webp
;1;KWIAT MIŁOŚCI TOREBKA NATURALNA;Herbata KwitnącaHerbaty pakowaneHerbaty w torebkach okazjonalnych;26.9;1;0;Zielona herbata kwitnąca 4 szt;Kwiat miłości (Lichi Ball) to kompozycja zielonej herbaty pochodzącej z prowincji Fujian oraz kwiatu globe amaranth (jedna z odmian amarantusa, polska nazwa wiecznik kulisty) o listkach w odcieniu różu. Przed zaparzeniem herbata ma kształt niepozornej kulki, która umieszczona w gorącej wodzie przekształca się w piękny rozłożysty kwiat. Możemy więc dopieścić nie tylko podniebienia delikatnym smakiem unikatowych kompozycji, ale także nacieszyć oczy prawdziwym spektaklem, jakim jest rozkwitanie pączka w dzbanku. Niezwykłe specjały, mogą być nie tylko kwitnącym ukoronowaniem wystawnej kolacji, lub obiadu z przyjaciółmi. Świetnie nadają się także na prezent, będąc zaskakującą niespodzianką.;1;https://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5407-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5405-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-small_medium/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5407-small_medium/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5405-small_medium/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-small_medium/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5407-small_medium/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5406-home_default/kwiat-milosci-4-szt-torebka-naturalna.webphttps://czasnaherbate.net/5405-small_medium/kwiat-milosci-4-szt-torebka-naturalna.webp
Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;On sale (0/1);Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...)
